city,state_id,state_name,county_name,zip,lat,lng,population
Hoonah,AK,Alaska,Skagway-Hoonah-Angoon,99829,58.11,-135.4436111,760
Pelican,AK,Alaska,Skagway-Hoonah-Angoon,99832,57.9608333,-136.2275,88
Excursion Inlet,AK,Alaska,Haines,99827 99850,58.4213889,-135.4366667,12
Haines,AK,Alaska,Haines,99827,59.228589,-135.444114,1713
Klukwan,AK,Alaska,Haines,99827,59.3987031,-135.8885477,95
Sitka,AK,Alaska,Sitka City and,99835,57.0530556,-135.33,8881
Pitkas Point,AK,Alaska,Wade Hampton,99658,62.0327778,-163.2877778,109
Alakanuk,AK,Alaska,Wade Hampton,99554,62.6888889,-164.6152778,677
Chevak,AK,Alaska,Wade Hampton,99563,61.5277778,-165.5863889,938
Emmonak,AK,Alaska,Wade Hampton,99581,62.7777778,-164.5230556,762
Hooper Bay,AK,Alaska,Wade Hampton,99604,61.5311111,-166.0966667,1093
Kotlik,AK,Alaska,Wade Hampton,99620,63.0341667,-163.5533333,577
Marshall,AK,Alaska,Wade Hampton,99585,61.8777778,-162.0811111,414
Mountain Village,AK,Alaska,Wade Hampton,99632,62.0855556,-163.7294444,813
Nunam Iqua,AK,Alaska,Wade Hampton,99666,62.5336111,-164.8411111,187
Pilot Station,AK,Alaska,Wade Hampton,99650,61.9388889,-162.875,568
Russian Mission,AK,Alaska,Wade Hampton,99657,61.785,-161.3202778,312
Saint Mary's,AK,Alaska,Wade Hampton,99658,62.0706739,-163.2737791,507
Scammon Bay,AK,Alaska,Wade Hampton,99662,61.8427778,-165.5816667,474
Kasigluk,AK,Alaska,Bethel,99609,60.8955556,-162.5180556,569
Kipnuk,AK,Alaska,Bethel,99614,59.9388889,-164.0413889,639
Kongiganak,AK,Alaska,Bethel,99559,59.9532731,-162.8951327,439
Kwigillingok,AK,Alaska,Bethel,99622,59.8644444,-163.1341667,321
Lime Village,AK,Alaska,Bethel,99557,61.3563889,-155.4355556,29
Newtok,AK,Alaska,Bethel,99559,60.9427778,-164.6294444,354
Akiachak,AK,Alaska,Bethel,99551,60.9094444,-161.4313889,627
Atmautluak,AK,Alaska,Bethel,99559,60.8669444,-162.2730556,277
Crooked Creek,AK,Alaska,Bethel,99575,61.87,-158.1108333,105
Toksook Bay,AK,Alaska,Bethel,99637,60.5337752,-165.1036627,590
Upper Kalskag,AK,Alaska,Bethel,99607,61.5418812,-160.3338521,210
Oscarville,AK,Alaska,Bethel,99559,60.7227778,-161.77,70
Red Devil,AK,Alaska,Bethel,99656,61.7611111,-157.3125,23
Sleetmute,AK,Alaska,Bethel,99668,61.7025,-157.1697222,86
Stony River,AK,Alaska,Bethel,99557,61.7830556,-156.5880556,54
Tuluksak,AK,Alaska,Bethel,99679,61.1025,-160.9616667,373
Tuntutuliak,AK,Alaska,Bethel,99680,60.3430556,-162.6630556,408
Tununak,AK,Alaska,Bethel,99681,60.5855556,-165.2558333,327
Akiak,AK,Alaska,Bethel,99552,60.9122222,-161.2138889,346
Aniak,AK,Alaska,Bethel,99557,61.5783333,-159.5222222,501
Bethel,AK,Alaska,Bethel,99559 99545,60.7922222,-161.7558333,6080
Chefornak,AK,Alaska,Bethel,99561,60.16,-164.2658333,418
Chuathbaluk,AK,Alaska,Bethel,99557,61.5719444,-159.245,118
Eek,AK,Alaska,Bethel,99578,60.2188889,-162.0244444,296
Goodnews Bay,AK,Alaska,Bethel,99589,59.1188889,-161.5875,243
Kwethluk,AK,Alaska,Bethel,99621,60.8122222,-161.4358333,721
Lower Kalskag,AK,Alaska,Bethel,99626,61.5122222,-160.3580556,282
Mekoryuk,AK,Alaska,Bethel,99630,60.3880556,-166.185,191
Napakiak,AK,Alaska,Bethel,99634,60.6966667,-161.9519444,354
Napaskiak,AK,Alaska,Bethel,99559,60.7080556,-161.7661111,405
Nightmute,AK,Alaska,Bethel,99690,60.4794444,-164.7238889,280
Nunapitchuk,AK,Alaska,Bethel,99641,60.8969444,-162.4594444,496
Platinum,AK,Alaska,Bethel,99651,59.0130556,-161.8163889,61
Quinhagak,AK,Alaska,Bethel,99655,59.7488889,-161.9158333,669
Mertarvik,AK,Alaska,Bethel,99559,60.8109892,-164.4991078,0
Butte,AK,Alaska,Matanuska-Susitna,99645,61.5422222,-149.0333333,3246
Chase,AK,Alaska,Matanuska-Susitna,99676,62.4491667,-150.1016667,34
Chickaloon,AK,Alaska,Matanuska-Susitna,99674,61.7966667,-148.4627778,272
Wasilla,AK,Alaska,Matanuska-Susitna,99654 99629,61.5813889,-149.4394444,7831
Petersville,AK,Alaska,Matanuska-Susitna,99683,62.4963889,-150.7655556,4
Skwentna,AK,Alaska,Matanuska-Susitna,99667,61.9902778,-151.3977778,37
Susitna,AK,Alaska,Matanuska-Susitna,99667,61.5436111,-150.5125,18
Talkeetna,AK,Alaska,Matanuska-Susitna,99676,62.3238889,-150.1094444,876
Trapper Creek,AK,Alaska,Matanuska-Susitna,99683,62.3166667,-150.2313889,481
Willow,AK,Alaska,Matanuska-Susitna,99688,61.7472222,-150.0375,2102
Houston,AK,Alaska,Matanuska-Susitna,99694,61.6302778,-149.8180556,1912
Palmer,AK,Alaska,Matanuska-Susitna,99645,61.5997222,-149.1127778,5937
Eureka Roadhouse,AK,Alaska,Matanuska-Susitna,99588,61.9386111,-147.1680556,29
Healy,AK,Alaska,Denali,99755 99743,63.8569444,-148.9661111,1021
McKinley Park,AK,Alaska,Denali,99755,63.7327778,-148.9141667,185
Cantwell,AK,Alaska,Denali,99729,63.3916667,-148.9508333,219
Anderson,AK,Alaska,Denali,99704 99760 99744,64.3441667,-149.1869444,246
Anchorage,AK,Alaska,Anchorage,99518 99515 99517 99516 99513 99540 99567 99587 99508 99506 99507 99504 99505 99502 99503 99501 99577 99509 99511 99514 99520 99521 99522 99523 99524 99529 99530 99599,61.2180556,-149.9002778,291826
Gakona,AK,Alaska,Valdez-Cordova,99586,62.3019444,-145.3019444,218
Glennallen,AK,Alaska,Valdez-Cordova,99588,62.1091667,-145.5463889,483
Gulkana,AK,Alaska,Valdez-Cordova,99586 99588,62.2713889,-145.3822222,119
Kenny Lake,AK,Alaska,Valdez-Cordova,99573,61.7191667,-144.9483333,355
McCarthy,AK,Alaska,Valdez-Cordova,99566,61.4333333,-142.9216667,28
Mentasta Lake,AK,Alaska,Valdez-Cordova,99780 99586,62.9211111,-143.7691667,112
Chisana,AK,Alaska,Valdez-Cordova,99586,62.0661111,-142.0408333,0
Chistochina,AK,Alaska,Valdez-Cordova,99586,62.5717828,-144.6541704,93
Chitina,AK,Alaska,Valdez-Cordova,99566,61.5158333,-144.4369444,126
Copper Center,AK,Alaska,Valdez-Cordova,99573,61.9769598,-145.3297294,328
Valdez,AK,Alaska,Valdez-Cordova,99686,61.1308333,-146.3483333,3976
Whittier,AK,Alaska,Valdez-Cordova,99693 99686,60.7730556,-148.6838889,220
Paxson,AK,Alaska,Valdez-Cordova,99737,63.0897222,-145.6130556,40
Slana,AK,Alaska,Valdez-Cordova,99586,62.7069444,-143.9611111,147
Tatitlek,AK,Alaska,Valdez-Cordova,99677,60.8647222,-146.6786111,88
Tonsina,AK,Alaska,Valdez-Cordova,99573,61.6558333,-145.1752778,78
Cordova,AK,Alaska,Valdez-Cordova,99574,60.5427778,-145.7575,2239
Nabesna,AK,Alaska,Valdez-Cordova,99586,62.3719444,-143.0086111,5
Happy Valley,AK,Alaska,Kenai Peninsula,99556 99639,59.9472222,-151.7322222,593
Hope,AK,Alaska,Kenai Peninsula,99605,60.9202778,-149.6402778,192
Kalifornsky,AK,Alaska,Kenai Peninsula,99610 99611 99669,60.4183333,-151.29,7850
Kasilof,AK,Alaska,Kenai Peninsula,99610,60.3375,-151.2744444,549
Moose Pass,AK,Alaska,Kenai Peninsula,99631,60.4875,-149.3688889,219
Ninilchik,AK,Alaska,Kenai Peninsula,99639,60.0513889,-151.6688889,883
Anchor Point,AK,Alaska,Kenai Peninsula,99556,59.7766667,-151.8313889,1930
Beluga,AK,Alaska,Kenai Peninsula,99682,61.1411111,-151.0827778,20
Clam Gulch,AK,Alaska,Kenai Peninsula,99568,60.2311111,-151.3936111,176
Cohoe,AK,Alaska,Kenai Peninsula,99610 99568,60.3686111,-151.3063889,1364
Cooper Landing,AK,Alaska,Kenai Peninsula,99572,60.49,-149.8341667,289
Soldotna,AK,Alaska,Kenai Peninsula,99669,60.4877778,-151.0583333,4163
Port Graham,AK,Alaska,Kenai Peninsula,99603,59.3513889,-151.8297222,177
Sterling,AK,Alaska,Kenai Peninsula,99672 99669,60.5372222,-150.7647222,5617
Tyonek,AK,Alaska,Kenai Peninsula,99682,61.0680556,-151.1369444,171
Homer,AK,Alaska,Kenai Peninsula,99603,59.6425,-151.5483333,5003
Kachemak,AK,Alaska,Kenai Peninsula,99603,59.6741531,-151.4373641,472
Kenai,AK,Alaska,Kenai Peninsula,99611,60.5544444,-151.2583333,7100
Seldovia,AK,Alaska,Kenai Peninsula,99663,59.4380556,-151.7113889,255
Seward,AK,Alaska,Kenai Peninsula,99664,60.1041667,-149.4422222,2693
Yakutat,AK,Alaska,Yakutat City and,99689,59.5469444,-139.7272222,662
Flat,AK,Alaska,Yukon-Koyukuk,99584,62.4536111,-158.0075,0
Lake Minchumina,AK,Alaska,Yukon-Koyukuk,99757,63.8827778,-152.3122222,13
Livengood,AK,Alaska,Yukon-Koyukuk,99790,65.5244444,-148.5447222,13
Manley Hot Springs,AK,Alaska,Yukon-Koyukuk,99756,65.0011111,-150.6338889,89
Minto,AK,Alaska,Yukon-Koyukuk,99758,65.150411,-149.349708,210
Alatna,AK,Alaska,Yukon-Koyukuk,99720,66.5572222,-152.7072222,37
Arctic Village,AK,Alaska,Yukon-Koyukuk,99740 99722,68.1269444,-145.5377778,152
Beaver,AK,Alaska,Yukon-Koyukuk,99724,66.3594444,-147.3963889,84
Central,AK,Alaska,Yukon-Koyukuk,99730,65.5725,-144.8030556,96
Chalkyitsik,AK,Alaska,Yukon-Koyukuk,99788,66.6544444,-143.7222222,69
Circle,AK,Alaska,Yukon-Koyukuk,99733,65.8255556,-144.0605556,104
Coldfoot,AK,Alaska,Yukon-Koyukuk,99701,67.2563889,-150.1841667,10
Tanana,AK,Alaska,Yukon-Koyukuk,99777,65.1719444,-152.0788889,246
Rampart,AK,Alaska,Yukon-Koyukuk,99767,65.505,-150.17,24
Stevens Village,AK,Alaska,Yukon-Koyukuk,99774,66.0063889,-149.0908333,78
Takotna,AK,Alaska,Yukon-Koyukuk,99627 99675,62.9886111,-156.0641667,52
Venetie,AK,Alaska,Yukon-Koyukuk,99781,67.0138889,-146.4186111,166
Wiseman,AK,Alaska,Yukon-Koyukuk,99701,67.41,-150.1075,14
Allakaket,AK,Alaska,Yukon-Koyukuk,99720,66.5655556,-152.6455556,105
Anvik,AK,Alaska,Yukon-Koyukuk,99558,62.6561111,-160.2066667,85
Bettles,AK,Alaska,Yukon-Koyukuk,99726,66.9188889,-151.5161111,12
Fort Yukon,AK,Alaska,Yukon-Koyukuk,99740,66.5647222,-145.2738889,583
Galena,AK,Alaska,Yukon-Koyukuk,99741,64.7333333,-156.9275,470
Grayling,AK,Alaska,Yukon-Koyukuk,99590,62.9036111,-160.0647222,194
Holy Cross,AK,Alaska,Yukon-Koyukuk,99602,62.1994444,-159.7713889,178
Hughes,AK,Alaska,Yukon-Koyukuk,99745,66.0488889,-154.2555556,77
Huslia,AK,Alaska,Yukon-Koyukuk,99746,65.6986111,-156.3997222,275
Kaltag,AK,Alaska,Yukon-Koyukuk,99748,64.3272222,-158.7219444,190
Koyukuk,AK,Alaska,Yukon-Koyukuk,99754,64.8802778,-157.7008333,96
McGrath,AK,Alaska,Yukon-Koyukuk,99627,62.9563889,-155.5958333,346
Nenana,AK,Alaska,Yukon-Koyukuk,99760,64.5638889,-149.0930556,378
Nikolai,AK,Alaska,Yukon-Koyukuk,99691,63.0133333,-154.375,94
Nulato,AK,Alaska,Yukon-Koyukuk,99765,64.7194444,-158.1030556,264
Ruby,AK,Alaska,Yukon-Koyukuk,99768,64.7394444,-155.4869444,166
Shageluk,AK,Alaska,Yukon-Koyukuk,99665,62.6822222,-159.5619444,83
Ester,AK,Alaska,Fairbanks North Star,99709 99725,64.8472222,-148.0144444,2422
Fox,AK,Alaska,Fairbanks North Star,99712,64.9580556,-147.6183333,417
College,AK,Alaska,Fairbanks North Star,99709 99775,64.8569444,-147.8027778,12964
Fairbanks,AK,Alaska,Fairbanks North Star,99701 99703 99707 99711,64.8377778,-147.7163889,31535
North Pole,AK,Alaska,Fairbanks North Star,99705,64.7511111,-147.3494444,2117
Deltana,AK,Alaska,Southeast Fairbanks,99737,63.871711,-145.2146373,2251
Dot Lake,AK,Alaska,Southeast Fairbanks,99737,63.6613889,-144.0644444,13
Eagle Village,AK,Alaska,Southeast Fairbanks,99738,64.7805556,-141.1136111,67
Big Delta,AK,Alaska,Southeast Fairbanks,99737,64.1525,-145.8422222,591
Chicken,AK,Alaska,Southeast Fairbanks,99732,64.0733333,-141.9361111,7
Northway,AK,Alaska,Southeast Fairbanks,99764,62.9616667,-141.9372222,71
Tanacross,AK,Alaska,Southeast Fairbanks,99780 99776,63.3852778,-143.3463889,136
Tetlin,AK,Alaska,Southeast Fairbanks,99780,63.1350512,-142.5238796,127
Tok,AK,Alaska,Southeast Fairbanks,99780,63.3366667,-142.9855556,1258
Delta Junction,AK,Alaska,Southeast Fairbanks,99737 99731,64.0377778,-145.7322222,958
Eagle,AK,Alaska,Southeast Fairbanks,99738,64.7880556,-141.2,86
Wainwright,AK,Alaska,North Slope,99782,70.6369444,-160.0383333,556
Point Lay,AK,Alaska,North Slope,99759,69.743857,-163.008442,189
Prudhoe Bay,AK,Alaska,North Slope,99519 99734,70.2552778,-148.3372222,2174
Anaktuvuk Pass,AK,Alaska,North Slope,99721,68.1433333,-151.7358333,324
Atqasuk,AK,Alaska,North Slope,99791,70.4691667,-157.3994444,233
Barrow,AK,Alaska,North Slope,99723,71.2905556,-156.7886111,4212
Kaktovik,AK,Alaska,North Slope,99747,70.1319444,-143.6238889,239
Nuiqsut,AK,Alaska,North Slope,99789,70.2175,-150.9763889,402
Point Hope,AK,Alaska,North Slope,99766,68.3486111,-166.7347222,674
Shungnak,AK,Alaska,Northwest Arctic,99773,66.8880556,-157.1363889,262
Noatak,AK,Alaska,Northwest Arctic,99761,67.5711111,-162.9652778,514
Red Dog Mine,AK,Alaska,Northwest Arctic,99752,68.0755556,-162.8561111,309
Ambler,AK,Alaska,Northwest Arctic,99786,67.0861111,-157.8513889,258
Buckland,AK,Alaska,Northwest Arctic,99727,65.9797222,-161.1230556,416
Deering,AK,Alaska,Northwest Arctic,99736,66.0755556,-162.7172222,122
Kiana,AK,Alaska,Northwest Arctic,99749,66.975,-160.4227778,361
Kivalina,AK,Alaska,Northwest Arctic,99750,67.7269444,-164.5333333,374
Kobuk,AK,Alaska,Northwest Arctic,99751,66.9072222,-156.8811111,151
Kotzebue,AK,Alaska,Northwest Arctic,99752,66.8983333,-162.5966667,3201
Noorvik,AK,Alaska,Northwest Arctic,99763,66.8383333,-161.0327778,668
Selawik,AK,Alaska,Northwest Arctic,99770,66.6038889,-160.0069444,829
Shaktoolik,AK,Alaska,Nome,99771,64.3338889,-161.1538889,251
Shishmaref,AK,Alaska,Nome,99772,66.2566667,-166.0719444,563
Stebbins,AK,Alaska,Nome,99671,63.5222222,-162.2880556,556
Teller,AK,Alaska,Nome,99778,65.2636111,-166.3608333,229
Unalakleet,AK,Alaska,Nome,99684,63.8730556,-160.7880556,688
Wales,AK,Alaska,Nome,99783,65.6091667,-168.0875,145
White Mountain,AK,Alaska,Nome,99784,64.6813889,-163.4055556,190
Brevig Mission,AK,Alaska,Nome,99785,65.3347222,-166.4891667,388
Diomede,AK,Alaska,Nome,99762,65.7581,-168.952,115
Elim,AK,Alaska,Nome,99739,64.6175,-162.2605556,330
Gambell,AK,Alaska,Nome,99742,63.7797222,-171.7411111,681
Golovin,AK,Alaska,Nome,99762,64.5433333,-163.0291667,156
Koyuk,AK,Alaska,Nome,99753,64.9319444,-161.1569444,332
Nome,AK,Alaska,Nome,99762,64.5011111,-165.4063889,3598
Saint Michael,AK,Alaska,Nome,99659,63.4780556,-162.0391667,401
Savoonga,AK,Alaska,Nome,99769,63.6941667,-170.4788889,671
Metlakatla,AK,Alaska,Prince of Wales-Outer Ketchikan,99926,55.1291667,-131.5722222,1405
Edna Bay,AK,Alaska,Prince of Wales-Outer Ketchikan,99921,55.9488889,-133.6622222,42
Hollis,AK,Alaska,Prince of Wales-Outer Ketchikan,99921,55.5566667,-132.6363889,112
Naukati Bay,AK,Alaska,Prince of Wales-Outer Ketchikan,99921,55.8736111,-133.1847222,113
Thorne Bay,AK,Alaska,Prince of Wales-Outer Ketchikan,99919,55.6877778,-132.5222222,471
Point Baker,AK,Alaska,Prince of Wales-Outer Ketchikan,99927,56.3527778,-133.6211111,15
Coffman Cove,AK,Alaska,Prince of Wales-Outer Ketchikan,99918,56.0138889,-132.8277778,176
Craig,AK,Alaska,Prince of Wales-Outer Ketchikan,99921,55.4763889,-133.1483333,1201
Hydaburg,AK,Alaska,Prince of Wales-Outer Ketchikan,99922,55.2080556,-132.8266667,376
Kasaan,AK,Alaska,Prince of Wales-Outer Ketchikan,99919,55.5388889,-132.4008333,49
Klawock,AK,Alaska,Prince of Wales-Outer Ketchikan,99925,55.5522222,-133.0958333,755
Hyder,AK,Alaska,Prince of Wales-Outer Ketchikan,99923,55.9169444,-130.0247222,87
Sabana Eneas,PR,Puerto Rico,San German,683,18.0860714,-67.0810122,1576
San Germán,PR,Puerto Rico,San German,683,18.0816273,-67.0449008,10989
Luyando,PR,Puerto Rico,Aguada,602,18.3643923,-67.1574031,2886
Aguada,PR,Puerto Rico,Aguada,602,18.3793913,-67.1882365,3212
Mayagüez,PR,Puerto Rico,Mayaguez,00682 00680 00681,18.201066,-67.139624,70463
Rafael Capó,PR,Puerto Rico,Hatillo,659,18.3997792,-66.7908004,1700
Rafael González,PR,Puerto Rico,Hatillo,659,18.42639,-66.787123,2303
Carrizales,PR,Puerto Rico,Hatillo,659,18.4818891,-66.7898983,2738
Corcovado,PR,Puerto Rico,Hatillo,659,18.4585569,-66.7762868,1405
Hatillo,PR,Puerto Rico,Hatillo,659,18.4863331,-66.8254545,4439
María Antonia,PR,Puerto Rico,Guanica,653,17.9787449,-66.888664,1285
Fuig,PR,Puerto Rico,Guanica,647,17.9877435,-66.9160095,1110
Guánica,PR,Puerto Rico,Guanica,00653 00647,17.971633,-66.9079537,7254
Las Marías,PR,Puerto Rico,Las Marias,670,18.2518983,-66.9921225,806
Las Carolinas,PR,Puerto Rico,Caguas,727,18.2541209,-66.0648881,2570
Caguas,PR,Puerto Rico,Caguas,00725 00727 00726,18.2341217,-66.0484989,82243
Comerío,PR,Puerto Rico,Comerio,782,18.2180119,-66.2260012,4020
Las Ollas,PR,Puerto Rico,Santa Isabel,757,18.0330192,-66.4243372,1557
Parcelas Peñuelas,PR,Puerto Rico,Santa Isabel,757,17.9988539,-66.3412797,941
Playita Cortada,PR,Puerto Rico,Santa Isabel,757,17.9849653,-66.4390594,1731
Santa Isabel,PR,Puerto Rico,Santa Isabel,757,17.9660775,-66.404892,5976
El Ojo,PR,Puerto Rico,Santa Isabel,757,18.0038537,-66.3915585,1478
Jauca,PR,Puerto Rico,Santa Isabel,757,17.9691331,-66.3657246,1529
Liborio Negrón Torres,PR,Puerto Rico,Sabana Grande,637,18.0430954,-66.9428012,1112
Lluveras,PR,Puerto Rico,Sabana Grande,637,18.0382969,-66.9046209,1733
Sabana Grande,PR,Puerto Rico,Sabana Grande,637,18.0777392,-66.9604549,8179
Piedra Gorda,PR,Puerto Rico,Camuy,627,18.4341129,-66.8876774,1937
Quebrada,PR,Puerto Rico,Camuy,627,18.3566164,-66.8321206,995
Camuy,PR,Puerto Rico,Camuy,627,18.4838331,-66.8448994,3704
Cataño,PR,Puerto Rico,Catano,00962 00965,18.4413351,-66.1182218,28140
Adjuntas,PR,Puerto Rico,Adjuntas,601,18.1627363,-66.7221187,4406
Peñuelas,PR,Puerto Rico,Penuelas,624,18.0563518,-66.7215633,5859
Santo Domingo,PR,Puerto Rico,Penuelas,624,18.063296,-66.7523972,3156
Tallaboa Alta,PR,Puerto Rico,Penuelas,624,18.0510743,-66.7001742,1816
Tallaboa,PR,Puerto Rico,Penuelas,624,17.9949661,-66.7162855,925
Corozal,PR,Puerto Rico,Corozal,783,18.3410622,-66.3168357,10160
La Luisa,PR,Puerto Rico,Manati,674,18.4488352,-66.5098939,2590
Manatí,PR,Puerto Rico,Manati,674,18.4274472,-66.4921159,14011
Tierras Nuevas Poniente,PR,Puerto Rico,Manati,674,18.4618902,-66.4885047,3228
Sabana Hoyos,PR,Puerto Rico,Arecibo,688,18.4338352,-66.6137846,1783
Animas,PR,Puerto Rico,Arecibo,612,18.4455016,-66.6348964,1203
Arecibo,PR,Puerto Rico,Arecibo,00612 00613 00614,18.472445,-66.7157306,44191
Bajadero,PR,Puerto Rico,Arecibo,616,18.4266134,-66.6832302,3710
La Alianza,PR,Puerto Rico,Arecibo,688,18.3974475,-66.6023952,1947
Miranda,PR,Puerto Rico,Vega Baja,693,18.3866158,-66.3837811,1804
Monserrate,PR,Puerto Rico,Vega Baja,693,18.4366136,-66.3596141,2592
Sabana,PR,Puerto Rico,Vega Baja,693,18.4607792,-66.358503,1630
Vega Baja,PR,Puerto Rico,Vega Baja,693,18.4443909,-66.38767,25905
Coto Norte,PR,Puerto Rico,Vega Baja,674,18.4307804,-66.4398929,1604
Carolina,PR,Puerto Rico,Carolina,00979 00985 00987 00982 00983 00981 00984 00986 00988,18.3807819,-65.9573872,157832
Guaynabo,PR,Puerto Rico,Guaynabo,00971 00934 00966 00965 00968 00969 00963 00970,18.3574502,-66.1109998,75443
San Lorenzo,PR,Puerto Rico,San Lorenzo,754,18.189402,-65.9609971,8037
Jagual,PR,Puerto Rico,San Lorenzo,754,18.1616255,-65.9954419,1062
Luis Lloréns Torres,PR,Puerto Rico,Juana Diaz,795,18.0565439,-66.526735,2912
Potala Pastillo,PR,Puerto Rico,Juana Diaz,795,17.9913537,-66.4965608,3092
Río Cañas Abajo,PR,Puerto Rico,Juana Diaz,795,18.0382968,-66.4676716,1038
Aguilita,PR,Puerto Rico,Juana Diaz,795,18.0232976,-66.5346166,4747
Guayabal,PR,Puerto Rico,Juana Diaz,795,18.0813507,-66.5012833,2036
Juana Díaz,PR,Puerto Rico,Juana Diaz,795,18.0524629,-66.5065611,7916
Celada,PR,Puerto Rico,Gurabo,778,18.2716202,-65.9659977,4081
Gurabo,PR,Puerto Rico,Gurabo,778,18.2543987,-65.9729421,7609
Jayuya,PR,Puerto Rico,Jayuya,664,18.2185674,-66.5915617,2759
Vega Alta,PR,Puerto Rico,Vega Alta,692,18.4121703,-66.3312805,10266
Breñas,PR,Puerto Rico,Vega Alta,692,18.4732986,-66.3346087,3373
La Playa,PR,Puerto Rico,Anasco,610,18.2874507,-67.1868475,1900
Añasco,PR,Puerto Rico,Anasco,610,18.2827291,-67.1396245,5075
Espino,PR,Puerto Rico,Anasco,610,18.2763407,-67.1193464,1270
Lares,PR,Puerto Rico,Lares,669,18.2946746,-66.8771211,4917
Palmas,PR,Puerto Rico,Arroyo,00714 00723,17.9871886,-66.0254417,2230
Yaurel,PR,Puerto Rico,Arroyo,714,18.026909,-66.0571092,1050
Arroyo,PR,Puerto Rico,Arroyo,714,17.9658005,-66.0612756,6396
Buena Vista,PR,Puerto Rico,Arroyo,714,17.9963547,-66.0518311,1660
La Parguera,PR,Puerto Rico,Lajas,667,17.9749654,-67.0465664,1044
Lajas,PR,Puerto Rico,Lajas,667,18.049962,-67.059345,4586
Pastos,PR,Puerto Rico,Aibonito,705,18.117738,-66.2587793,1514
Aibonito,PR,Puerto Rico,Aibonito,705,18.1399594,-66.2660016,8249
Moca,PR,Puerto Rico,Moca,676,18.3946688,-67.1132356,3861
Aceitunas,PR,Puerto Rico,Moca,676,18.4432783,-67.0649026,1436
Monte Grande,PR,Puerto Rico,Cabo Rojo,623,18.08746,-67.1074013,2800
Pole Ojea,PR,Puerto Rico,Cabo Rojo,622,17.9749646,-67.1851793,1695
Puerto Real,PR,Puerto Rico,Cabo Rojo,623,18.0749601,-67.1871243,5983
Betances,PR,Puerto Rico,Cabo Rojo,623,18.0285736,-67.1349009,876
Boquerón,PR,Puerto Rico,Cabo Rojo,622,18.0269067,-67.169068,2023
Cabo Rojo,PR,Puerto Rico,Cabo Rojo,623,18.0866265,-67.1457347,9803
Lamboglia,PR,Puerto Rico,Patillas,723,17.9813556,-65.9857188,1050
Patillas,PR,Puerto Rico,Patillas,723,18.0063544,-66.0157194,4333
Morovis,PR,Puerto Rico,Morovis,687,18.325785,-66.4065592,2032
Barahona,PR,Puerto Rico,Morovis,687,18.3513393,-66.4454485,2469
Fránquez,PR,Puerto Rico,Morovis,687,18.3400704,-66.427623,1948
Rincón,PR,Puerto Rico,Rincon,677,18.3402252,-67.2499027,1456
Stella,PR,Puerto Rico,Rincon,677,18.3218929,-67.2468473,1088
Rafael Hernández,PR,Puerto Rico,Aguadilla,603,18.4718548,-67.078585,1351
Aguadilla,PR,Puerto Rico,Aguadilla,00603 00604 00605,18.4274454,-67.1540698,13310
Cabán,PR,Puerto Rico,Aguadilla,603,18.4448321,-67.1357037,3334
Magas Arriba,PR,Puerto Rico,Guayanilla,656,18.0174648,-66.7690639,1215
Guayanilla,PR,Puerto Rico,Guayanilla,656,18.0191314,-66.791842,3949
Indios,PR,Puerto Rico,Guayanilla,656,17.9941326,-66.8193421,1484
Bayamón,PR,Puerto Rico,Bayamon,00959 00957 00956 00934 00960 00961 00966,18.3985595,-66.1557224,185996
Utuado,PR,Puerto Rico,Utuado,641,18.2655095,-66.7004519,8397
Cayuco,PR,Puerto Rico,Utuado,641,18.2910639,-66.7393414,1120
Parcelas la Milagrosa,PR,Puerto Rico,Cidra,739,18.1715082,-66.1868477,1290
Parcelas Nuevas,PR,Puerto Rico,Cidra,739,18.1402372,-66.1723891,1579
Cidra,PR,Puerto Rico,Cidra,739,18.1757914,-66.1612779,5109
La Plena,PR,Puerto Rico,Salinas,751,18.0466298,-66.2046116,865
Las Ochenta,PR,Puerto Rico,Salinas,751,17.984688,-66.3179461,951
Salinas,PR,Puerto Rico,Salinas,751,17.9774659,-66.297946,4771
Vázquez,PR,Puerto Rico,Salinas,751,18.0657957,-66.238501,1890
Central Aguirre,PR,Puerto Rico,Salinas,704,17.9535782,-66.222945,1301
Coco,PR,Puerto Rico,Salinas,751,18.0071869,-66.2593344,5758
Coquí,PR,Puerto Rico,Salinas,704,17.9741328,-66.2271118,3293
San Sebastián,PR,Puerto Rico,San Sebastian,685,18.3366166,-66.9901782,9622
Hato Arriba,PR,Puerto Rico,San Sebastian,685,18.3557821,-67.0340678,676
Juncal,PR,Puerto Rico,San Sebastian,685,18.3138402,-66.9190661,994
Cayey,PR,Puerto Rico,Cayey,00736 00737,18.1119051,-66.166,16680
G. L. García,PR,Puerto Rico,Cayey,736,18.125902,-66.1026079,1751
Mucarabones,PR,Puerto Rico,Toa Alta,953,18.3907821,-66.216001,1561
Pájaros,PR,Puerto Rico,Toa Alta,953,18.3685609,-66.2168343,10122
Toa Alta,PR,Puerto Rico,Toa Alta,00953 00954,18.3882823,-66.2482237,3713
Galateo,PR,Puerto Rico,Toa Alta,953,18.3624501,-66.2587795,2585
H. Rivera Colón,PR,Puerto Rico,Toa Alta,953,18.3481999,-66.273292,2456
Quebradillas,PR,Puerto Rico,Quebradillas,00678 00742,18.473833,-66.938512,5282
Cacao,PR,Puerto Rico,Quebradillas,678,18.4366125,-66.9371226,1001
